rating_average,winner,count
1017,white,1
1017,black,0
1017,draw,0
1161,white,4
1161,black,1
1161,draw,0
1042,white,3
1042,black,1
1042,draw,0
1124,white,8
1124,black,15
1124,draw,3
1149,white,1
1149,black,1
1149,draw,0
1215,white,3
1215,black,3
1215,draw,0
1119,white,1
1119,black,0
1119,draw,1
1179,white,3
1179,black,1
1179,draw,1
1253,white,0
1253,black,3
1253,draw,0
1073,white,1
1073,black,1
1073,draw,0
1242,white,14
1242,black,8
1242,draw,0
1469,white,8
1469,black,4
1469,draw,0
1205,white,1
1205,black,1
1205,draw,0
1155,white,3
1155,black,3
1155,draw,0
1075,white,0
1075,black,0
1075,draw,1
1389,white,3
1389,black,13
1389,draw,0
1431,white,3
1431,black,7
1431,draw,1
1405,white,5
1405,black,7
1405,draw,1
1687,white,7
1687,black,3
1687,draw,0
1589,white,9
1589,black,12
1589,draw,2
1132,white,3
1132,black,6
1132,draw,0
976,white,0
976,black,1
976,draw,0
1115,white,0
1115,black,2
1115,draw,0
1082,white,3
1082,black,1
1082,draw,0
1098,white,6
1098,black,1
1098,draw,1
1078,white,2
1078,black,3
1078,draw,0
1363,white,3
1363,black,3
1363,draw,0
1499,white,9
1499,black,8
1499,draw,1
1575,white,7
1575,black,11
1575,draw,0
1451,white,6
1451,black,5
1451,draw,1
1539,white,12
1539,black,7
1539,draw,1
1732,white,18
1732,black,21
1732,draw,4
2136,white,0
2136,black,1
2136,draw,1
2113,white,2
2113,black,1
2113,draw,0
2248,white,4
2248,black,1
2248,draw,0
2156,white,4
2156,black,5
2156,draw,1
2195,white,1
2195,black,4
2195,draw,0
2058,white,5
2058,black,3
2058,draw,0
2182,white,2
2182,black,3
2182,draw,0
2050,white,5
2050,black,3
2050,draw,2
2118,white,2
2118,black,3
2118,draw,0
2092,white,4
2092,black,5
2092,draw,0
1941,white,1
1941,black,6
1941,draw,0
2048,white,2
2048,black,0
2048,draw,2
1797,white,6
1797,black,6
1797,draw,0
1551,white,14
1551,black,14
1551,draw,0
1874,white,14
1874,black,7
1874,draw,2
2066,white,7
2066,black,3
2066,draw,0
1129,white,2
1129,black,3
1129,draw,0
1011,white,2
1011,black,1
1011,draw,0
954,white,2
954,black,0
954,draw,0
1035,white,1
1035,black,2
1035,draw,0
1038,white,4
1038,black,3
1038,draw,1
1094,white,3
1094,black,6
1094,draw,0
1121,white,2
1121,black,0
1121,draw,0
1185,white,3
1185,black,3
1185,draw,0
1635,white,8
1635,black,1
1635,draw,1
1381,white,11
1381,black,3
1381,draw,0
1190,white,6
1190,black,3
1190,draw,0
1234,white,12
1234,black,5
1234,draw,0
1596,white,19
1596,black,22
1596,draw,2
1521,white,6
1521,black,10
1521,draw,0
1891,white,1
1891,black,4
1891,draw,1
1796,white,12
1796,black,11
1796,draw,3
1455,white,8
1455,black,4
1455,draw,1
1503,white,6
1503,black,2
1503,draw,0
1779,white,2
1779,black,1
1779,draw,0
1583,white,1
1583,black,5
1583,draw,3
1967,white,5
1967,black,1
1967,draw,0
1964,white,4
1964,black,11
1964,draw,0
1767,white,5
1767,black,3
1767,draw,0
1903,white,5
1903,black,6
1903,draw,0
1795,white,4
1795,black,1
1795,draw,0
1495,white,4
1495,black,12
1495,draw,0
1317,white,3
1317,black,3
1317,draw,1
1509,white,8
1509,black,5
1509,draw,1
1493,white,5
1493,black,7
1493,draw,0
2038,white,6
2038,black,9
2038,draw,1
2078,white,6
2078,black,2
2078,draw,1
2094,white,3
2094,black,4
2094,draw,0
2169,white,1
2169,black,1
2169,draw,0
2004,white,7
2004,black,11
2004,draw,1
2028,white,10
2028,black,4
2028,draw,0
2076,white,3
2076,black,5
2076,draw,0
1963,white,7
1963,black,3
1963,draw,0
2174,white,1
2174,black,4
2174,draw,0
2018,white,10
2018,black,9
2018,draw,2
2086,white,8
2086,black,5
2086,draw,1
2164,white,2
2164,black,1
2164,draw,0
1513,white,11
1513,black,5
1513,draw,1
1467,white,5
1467,black,7
1467,draw,1
1441,white,12
1441,black,9
1441,draw,0
2229,white,1
2229,black,0
2229,draw,0
1435,white,9
1435,black,13
1435,draw,4
1114,white,5
1114,black,2
1114,draw,1
1186,white,6
1186,black,15
1186,draw,1
1271,white,8
1271,black,1
1271,draw,0
1162,white,3
1162,black,12
1162,draw,2
1201,white,1
1201,black,4
1201,draw,0
1627,white,9
1627,black,2
1627,draw,1
1599,white,3
1599,black,4
1599,draw,0
1638,white,12
1638,black,15
1638,draw,1
1603,white,6
1603,black,2
1603,draw,0
951,white,3
951,black,0
951,draw,0
1006,white,1
1006,black,2
1006,draw,0
969,white,2
969,black,0
969,draw,0
1279,white,1
1279,black,4
1279,draw,0
1116,white,3
1116,black,6
1116,draw,0
2150,white,3
2150,black,1
2150,draw,0
2180,white,5
2180,black,4
2180,draw,2
2183,white,1
2183,black,6
2183,draw,1
2212,white,2
2212,black,2
2212,draw,0
2187,white,0
2187,black,5
2187,draw,0
2222,white,6
2222,black,2
2222,draw,0
2282,white,1
2282,black,0
2282,draw,0
2213,white,1
2213,black,1
2213,draw,0
2253,white,2
2253,black,0
2253,draw,0
2216,white,2
2216,black,3
2216,draw,0
2176,white,3
2176,black,1
2176,draw,0
2189,white,0
2189,black,2
2189,draw,1
1014,white,0
1014,black,2
1014,draw,0
1921,white,3
1921,black,4
1921,draw,0
1751,white,5
1751,black,1
1751,draw,0
1182,white,5
1182,black,5
1182,draw,3
1547,white,15
1547,black,16
1547,draw,0
1621,white,2
1621,black,3
1621,draw,0
1229,white,2
1229,black,7
1229,draw,1
1022,white,2
1022,black,2
1022,draw,0
1553,white,5
1553,black,9
1553,draw,0
1069,white,1
1069,black,0
1069,draw,0
1159,white,0
1159,black,2
1159,draw,0
1541,white,16
1541,black,12
1541,draw,1
1010,white,2
1010,black,2
1010,draw,0
1097,white,2
1097,black,3
1097,draw,0
1889,white,4
1889,black,4
1889,draw,0
1919,white,2
1919,black,1
1919,draw,0
1192,white,2
1192,black,6
1192,draw,0
1209,white,3
1209,black,2
1209,draw,1
1113,white,0
1113,black,2
1113,draw,0
2298,white,3
2298,black,0
2298,draw,0
2294,white,2
2294,black,0
2294,draw,0
2290,white,0
2290,black,1
2290,draw,0
2308,white,3
2308,black,2
2308,draw,0
2285,white,1
2285,black,0
2285,draw,0
2128,white,4
2128,black,4
2128,draw,0
1883,white,4
1883,black,4
1883,draw,1
2042,white,7
2042,black,6
2042,draw,1
2179,white,2
2179,black,0
2179,draw,0
2373,white,2
2373,black,0
2373,draw,0
2441,white,0
2441,black,1
2441,draw,0
2412,white,0
2412,black,1
2412,draw,0
2448,white,0
2448,black,1
2448,draw,0
2419,white,0
2419,black,1
2419,draw,0
2297,white,0
2297,black,0
2297,draw,1
2300,white,1
2300,black,0
2300,draw,0
2304,white,0
2304,black,2
2304,draw,1
2336,white,0
2336,black,1
2336,draw,0
2284,white,0
2284,black,2
2284,draw,0
2334,white,1
2334,black,0
2334,draw,0
2274,white,2
2274,black,0
2274,draw,1
2305,white,1
2305,black,0
2305,draw,0
2370,white,0
2370,black,1
2370,draw,0
2402,white,0
2402,black,1
2402,draw,0
2117,white,3
2117,black,2
2117,draw,0
2043,white,3
2043,black,0
2043,draw,0
2031,white,1
2031,black,2
2031,draw,0
2035,white,2
2035,black,1
2035,draw,0
2112,white,2
2112,black,6
2112,draw,0
1811,white,2
1811,black,1
1811,draw,0
1893,white,3
1893,black,5
1893,draw,0
1301,white,3
1301,black,0
1301,draw,0
1683,white,10
1683,black,5
1683,draw,0
2051,white,5
2051,black,1
2051,draw,0
1851,white,1
1851,black,4
1851,draw,1
1899,white,2
1899,black,0
1899,draw,0
1959,white,3
1959,black,4
1959,draw,2
1533,white,4
1533,black,3
1533,draw,0
1223,white,3
1223,black,4
1223,draw,0
2192,white,2
2192,black,5
2192,draw,1
1248,white,9
1248,black,4
1248,draw,1
2012,white,4
2012,black,8
2012,draw,2
2022,white,4
2022,black,6
2022,draw,1
1995,white,1
1995,black,3
1995,draw,1
1943,white,3
1943,black,3
1943,draw,0
1934,white,8
1934,black,8
1934,draw,0
2064,white,4
2064,black,7
2064,draw,0
2062,white,5
2062,black,1
2062,draw,0
2162,white,3
2162,black,0
2162,draw,2
2101,white,2
2101,black,2
2101,draw,2
2132,white,5
2132,black,0
2132,draw,0
2261,white,3
2261,black,0
2261,draw,0
2224,white,1
2224,black,0
2224,draw,3
2125,white,3
2125,black,0
2125,draw,0
2188,white,3
2188,black,3
2188,draw,0
2230,white,0
2230,black,2
2230,draw,0
2268,white,0
2268,black,1
2268,draw,1
2293,white,1
2293,black,1
2293,draw,0
2301,white,1
2301,black,0
2301,draw,0
2044,white,3
2044,black,7
2044,draw,1
2362,white,1
2362,black,0
2362,draw,0
1737,white,7
1737,black,4
1737,draw,0
1177,white,2
1177,black,1
1177,draw,0
1145,white,1
1145,black,2
1145,draw,0
1545,white,6
1545,black,3
1545,draw,0
1992,white,2
1992,black,6
1992,draw,1
1991,white,5
1991,black,2
1991,draw,0
1979,white,5
1979,black,4
1979,draw,0
1566,white,18
1566,black,16
1566,draw,0
1163,white,1
1163,black,2
1163,draw,0
1141,white,1
1141,black,1
1141,draw,0
1515,white,4
1515,black,3
1515,draw,0
2167,white,2
2167,black,2
2167,draw,0
2186,white,1
2186,black,3
2186,draw,0
2011,white,2
2011,black,0
2011,draw,1
2107,white,2
2107,black,2
2107,draw,1
2200,white,1
2200,black,2
2200,draw,1
2145,white,0
2145,black,2
2145,draw,0
1839,white,2
1839,black,2
1839,draw,0
1932,white,7
1932,black,7
1932,draw,0
1894,white,9
1894,black,4
1894,draw,1
2264,white,2
2264,black,1
2264,draw,0
2366,white,0
2366,black,1
2366,draw,0
1833,white,4
1833,black,0
1833,draw,0
1597,white,4
1597,black,1
1597,draw,0
2360,white,0
2360,black,1
2360,draw,1
2234,white,2
2234,black,4
2234,draw,0
2080,white,4
2080,black,2
2080,draw,0
2316,white,2
2316,black,2
2316,draw,0
1913,white,3
1913,black,2
1913,draw,0
2104,white,1
2104,black,5
2104,draw,0
1685,white,12
1685,black,1
1685,draw,0
1065,white,0
1065,black,1
1065,draw,1
1173,white,2
1173,black,1
1173,draw,0
1063,white,2
1063,black,0
1063,draw,0
982,white,1
982,black,2
982,draw,0
2204,white,1
2204,black,1
2204,draw,1
1939,white,3
1939,black,3
1939,draw,0
1587,white,4
1587,black,6
1587,draw,1
1923,white,3
1923,black,1
1923,draw,0
1807,white,4
1807,black,1
1807,draw,0
1659,white,3
1659,black,2
1659,draw,0
1125,white,1
1125,black,1
1125,draw,0
1013,white,1
1013,black,0
1013,draw,0
971,white,0
971,black,1
971,draw,0
2013,white,2
2013,black,4
2013,draw,0
2003,white,3
2003,black,5
2003,draw,1
1985,white,1
1985,black,4
1985,draw,0
1087,white,1
1087,black,1
1087,draw,0
1187,white,2
1187,black,0
1187,draw,1
1287,white,7
1287,black,3
1287,draw,0
1257,white,3
1257,black,1
1257,draw,0
2029,white,1
2029,black,1
2029,draw,0
1960,white,17
1960,black,4
1960,draw,0
2023,white,3
2023,black,2
2023,draw,0
2105,white,3
2105,black,1
2105,draw,0
2047,white,2
2047,black,1
2047,draw,0
2045,white,2
2045,black,2
2045,draw,0
2082,white,5
2082,black,3
2082,draw,1
1221,white,1
1221,black,2
1221,draw,0
1677,white,5
1677,black,4
1677,draw,1
2039,white,1
2039,black,4
2039,draw,1
1759,white,3
1759,black,4
1759,draw,0
2175,white,0
2175,black,1
2175,draw,0
1769,white,7
1769,black,4
1769,draw,3
2254,white,1
2254,black,1
2254,draw,0
2397,white,0
2397,black,0
2397,draw,1
2288,white,0
2288,black,1
2288,draw,0
1819,white,2
1819,black,5
1819,draw,0
2190,white,4
2190,black,0
2190,draw,0
2246,white,0
2246,black,0
2246,draw,1
2225,white,1
2225,black,0
2225,draw,0
2223,white,0
2223,black,1
2223,draw,0
2007,white,1
2007,black,2
2007,draw,0
1047,white,1
1047,black,0
1047,draw,1
1907,white,6
1907,black,3
1907,draw,0
1911,white,1
1911,black,1
1911,draw,0
1665,white,8
1665,black,5
1665,draw,1
1803,white,6
1803,black,5
1803,draw,0
2096,white,2
2096,black,2
2096,draw,0
1175,white,1
1175,black,2
1175,draw,0
1717,white,7
1717,black,6
1717,draw,1
1721,white,4
1721,black,8
1721,draw,0
2256,white,2
2256,black,1
2256,draw,0
2267,white,1
2267,black,0
2267,draw,0
2258,white,3
2258,black,0
2258,draw,0
1018,white,0
1018,black,2
1018,draw,0
1625,white,3
1625,black,3
1625,draw,0
1037,white,1
1037,black,0
1037,draw,0
1079,white,1
1079,black,0
1079,draw,0
898,white,1
898,black,0
898,draw,0
1735,white,5
1735,black,4
1735,draw,0
2075,white,2
2075,black,1
2075,draw,1
2158,white,4
2158,black,1
2158,draw,0
2061,white,3
2061,black,2
2061,draw,0
1743,white,3
1743,black,3
1743,draw,1
1865,white,4
1865,black,2
1865,draw,0
2124,white,3
2124,black,3
2124,draw,0
2109,white,1
2109,black,1
2109,draw,0
1937,white,1
1937,black,0
1937,draw,0
2037,white,1
2037,black,1
2037,draw,0
1909,white,2
1909,black,1
1909,draw,1
1837,white,3
1837,black,5
1837,draw,1
2040,white,3
2040,black,3
2040,draw,2
2087,white,2
2087,black,1
2087,draw,0
1917,white,3
1917,black,3
1917,draw,1
2163,white,3
2163,black,1
2163,draw,1
1961,white,3
1961,black,2
1961,draw,1
992,white,0
992,black,1
992,draw,0
2121,white,1
2121,black,2
2121,draw,0
2089,white,4
2089,black,2
2089,draw,0
2122,white,8
2122,black,2
2122,draw,0
2155,white,1
2155,black,0
2155,draw,0
2214,white,0
2214,black,1
2214,draw,1
2033,white,0
2033,black,3
2033,draw,1
1965,white,3
1965,black,1
1965,draw,0
1697,white,9
1697,black,2
1697,draw,0
1931,white,1
1931,black,2
1931,draw,0
1130,white,2
1130,black,3
1130,draw,0
1975,white,3
1975,black,0
1975,draw,0
2070,white,2
2070,black,2
2070,draw,1
912,white,1
912,black,1
912,draw,0
1323,white,3
1323,black,3
1323,draw,0
2165,white,0
2165,black,2
2165,draw,0
2152,white,1
2152,black,0
2152,draw,1
2194,white,2
2194,black,0
2194,draw,0
1030,white,0
1030,black,3
1030,draw,0
938,white,2
938,black,1
938,draw,0
1285,white,1
1285,black,3
1285,draw,0
1211,white,0
1211,black,1
1211,draw,0
2153,white,1
2153,black,2
2153,draw,0
1137,white,2
1137,black,0
1137,draw,0
2196,white,2
2196,black,0
2196,draw,1
2405,white,1
2405,black,0
2405,draw,0
2220,white,1
2220,black,2
2220,draw,0
2390,white,0
2390,black,1
2390,draw,0
1012,white,0
1012,black,2
1012,draw,0
2172,white,3
2172,black,4
2172,draw,0
942,white,2
942,black,1
942,draw,0
964,white,1
964,black,0
964,draw,0
959,white,1
959,black,1
959,draw,0
943,white,0
943,black,0
943,draw,1
948,white,2
948,black,2
948,draw,0
956,white,1
956,black,0
956,draw,0
991,white,0
991,black,1
991,draw,0
985,white,0
985,black,1
985,draw,0
1019,white,1
1019,black,0
1019,draw,0
1283,white,2
1283,black,0
1283,draw,0
1029,white,0
1029,black,2
1029,draw,1
2367,white,0
2367,black,0
2367,draw,1
2142,white,2
2142,black,2
2142,draw,0
895,white,0
895,black,1
895,draw,0
816,white,1
816,black,0
816,draw,0
922,white,1
922,black,0
922,draw,0
929,white,1
929,black,0
929,draw,0
1026,white,1
1026,black,1
1026,draw,0
988,white,0
988,black,2
988,draw,0
870,white,0
870,black,1
870,draw,0
882,white,1
882,black,0
882,draw,0
960,white,1
960,black,0
960,draw,0
1002,white,0
1002,black,1
1002,draw,0
2292,white,2
2292,black,2
2292,draw,0
2217,white,2
2217,black,0
2217,draw,0
2302,white,2
2302,black,0
2302,draw,0
2326,white,0
2326,black,2
2326,draw,1
2055,white,3
2055,black,3
2055,draw,0
2130,white,0
2130,black,2
2130,draw,0
2065,white,0
2065,black,0
2065,draw,3
2001,white,0
2001,black,1
2001,draw,0
2057,white,1
2057,black,1
2057,draw,0
2063,white,1
2063,black,1
2063,draw,0
1793,white,3
1793,black,2
1793,draw,0
2157,white,1
2157,black,2
2157,draw,0
2205,white,1
2205,black,1
2205,draw,0
2247,white,1
2247,black,0
2247,draw,0
2276,white,0
2276,black,1
2276,draw,0
2278,white,2
2278,black,1
2278,draw,2
2386,white,0
2386,black,3
2386,draw,0
2380,white,0
2380,black,1
2380,draw,0
2198,white,1
2198,black,1
2198,draw,1
1927,white,6
1927,black,7
1927,draw,0
2239,white,0
2239,black,2
2239,draw,0
1053,white,1
1053,black,1
1053,draw,0
2036,white,4
2036,black,4
2036,draw,2
981,white,1
981,black,0
981,draw,0
2106,white,3
2106,black,1
2106,draw,0
2127,white,1
2127,black,0
2127,draw,0
2135,white,0
2135,black,1
2135,draw,0
2103,white,0
2103,black,0
2103,draw,1
2151,white,2
2151,black,2
2151,draw,0
2185,white,0
2185,black,2
2185,draw,0
1885,white,3
1885,black,1
1885,draw,0
2273,white,0
2273,black,2
2273,draw,0
1969,white,0
1969,black,2
1969,draw,0
1993,white,2
1993,black,3
1993,draw,0
2093,white,1
2093,black,2
2093,draw,0
2286,white,0
2286,black,1
2286,draw,0
2149,white,4
2149,black,0
2149,draw,1
2161,white,1
2161,black,3
2161,draw,0
2119,white,3
2119,black,2
2119,draw,0
2231,white,1
2231,black,0
2231,draw,0
2255,white,1
2255,black,1
2255,draw,0
2270,white,1
2270,black,0
2270,draw,0
2154,white,1
2154,black,0
2154,draw,2
2027,white,0
2027,black,3
2027,draw,0
2271,white,1
2271,black,0
2271,draw,0
2159,white,2
2159,black,0
2159,draw,0
2416,white,0
2416,black,0
2416,draw,1
2382,white,0
2382,black,1
2382,draw,0
2313,white,0
2313,black,1
2313,draw,0
2111,white,1
2111,black,0
2111,draw,0
1109,white,1
1109,black,0
1109,draw,0
995,white,1
995,black,0
995,draw,0
2289,white,1
2289,black,1
2289,draw,0
2091,white,1
2091,black,2
2091,draw,2
2015,white,2
2015,black,1
2015,draw,0
947,white,0
947,black,1
947,draw,0
904,white,1
904,black,0
904,draw,0
994,white,0
994,black,1
994,draw,0
1032,white,1
1032,black,0
1032,draw,0
2320,white,0
2320,black,0
2320,draw,4
2250,white,0
2250,black,0
2250,draw,2
2252,white,1
2252,black,2
2252,draw,0
1309,white,0
1309,black,1
1309,draw,0
2307,white,0
2307,black,1
2307,draw,0
2306,white,1
2306,black,1
2306,draw,0
967,white,1
967,black,0
967,draw,0
2341,white,0
2341,black,1
2341,draw,0
2352,white,1
2352,black,0
2352,draw,0
2232,white,0
2232,black,0
2232,draw,1
2262,white,1
2262,black,1
2262,draw,0
2141,white,1
2141,black,0
2141,draw,0
2210,white,0
2210,black,2
2210,draw,0
2287,white,1
2287,black,0
2287,draw,0
2059,white,1
2059,black,1
2059,draw,0
2171,white,0
2171,black,1
2171,draw,0
2291,white,1
2291,black,0
2291,draw,0
2310,white,0
2310,black,2
2310,draw,0
2311,white,1
2311,black,0
2311,draw,0
2263,white,1
2263,black,0
2263,draw,0
2257,white,1
2257,black,0
2257,draw,0
2299,white,1
2299,black,0
2299,draw,0
2139,white,1
2139,black,0
2139,draw,0
2338,white,0
2338,black,1
2338,draw,0
2236,white,1
2236,black,0
2236,draw,0
1143,white,1
1143,black,1
1143,draw,0
2131,white,2
2131,black,0
2131,draw,0
2095,white,0
2095,black,1
2095,draw,0
1957,white,1
1957,black,1
1957,draw,0
2228,white,1
2228,black,0
2228,draw,0
2137,white,0
2137,black,1
2137,draw,0
2275,white,0
2275,black,1
2275,draw,0
2238,white,1
2238,black,0
2238,draw,0
2414,white,1
2414,black,0
2414,draw,0
2049,white,1
2049,black,0
2049,draw,0
1093,white,0
1093,black,1
1093,draw,0
998,white,0
998,black,1
998,draw,0
2143,white,0
2143,black,1
2143,draw,0
946,white,1
946,black,0
946,draw,0
925,white,1
925,black,0
925,draw,0
