rating_diff,player,promote_to,count
272,black,rook,0
272,black,bishop,0
272,black,knight,0
272,black,queen,2
173,white,rook,0
173,white,bishop,0
173,white,knight,0
173,white,queen,4
173,black,rook,0
173,black,bishop,0
173,black,knight,0
173,black,queen,0
127,white,rook,0
127,white,bishop,0
127,white,knight,0
127,white,queen,2
127,black,rook,0
127,black,bishop,0
127,black,knight,0
127,black,queen,6
292,white,rook,0
292,white,bishop,0
292,white,knight,0
292,white,queen,2
292,black,rook,0
292,black,bishop,0
292,black,knight,0
292,black,queen,3
538,white,rook,0
538,white,bishop,0
538,white,knight,0
538,white,queen,0
538,black,rook,0
538,black,bishop,0
538,black,knight,0
538,black,queen,2
355,white,rook,0
355,white,bishop,0
355,white,knight,0
355,white,queen,2
355,black,rook,0
355,black,bishop,0
355,black,knight,0
355,black,queen,0
273,white,rook,0
273,white,bishop,0
273,white,knight,0
273,white,queen,1
273,black,rook,0
273,black,bishop,0
273,black,knight,0
273,black,queen,0
209,white,rook,0
209,white,bishop,0
209,white,knight,0
209,white,queen,0
209,black,rook,0
209,black,bishop,0
209,black,knight,0
209,black,queen,4
686,white,rook,0
686,white,bishop,0
686,white,knight,0
686,white,queen,0
686,black,rook,0
686,black,bishop,1
686,black,knight,0
686,black,queen,1
499,white,rook,0
499,white,bishop,0
499,white,knight,0
499,white,queen,4
499,black,rook,0
499,black,bishop,0
499,black,knight,0
499,black,queen,2
323,white,rook,0
323,white,bishop,0
323,white,knight,0
323,white,queen,3
323,black,rook,0
323,black,bishop,0
323,black,knight,0
323,black,queen,3
310,white,rook,0
310,white,bishop,0
310,white,knight,0
310,white,queen,0
310,black,rook,0
310,black,bishop,0
310,black,knight,0
310,black,queen,3
911,white,rook,0
911,white,bishop,0
911,white,knight,0
911,white,queen,0
911,black,rook,0
911,black,bishop,0
911,black,knight,0
911,black,queen,1
726,white,rook,0
726,white,bishop,0
726,white,knight,0
726,white,queen,0
726,black,rook,1
726,black,bishop,0
726,black,knight,0
726,black,queen,0
906,white,rook,0
906,white,bishop,0
906,white,knight,0
906,white,queen,2
906,black,rook,0
906,black,bishop,0
906,black,knight,0
906,black,queen,1
424,white,rook,0
424,white,bishop,0
424,white,knight,0
424,white,queen,0
424,black,rook,0
424,black,bishop,0
424,black,knight,0
424,black,queen,1
301,white,rook,0
301,white,bishop,0
301,white,knight,0
301,white,queen,4
301,black,rook,0
301,black,bishop,0
301,black,knight,0
301,black,queen,1
216,white,rook,0
216,white,bishop,0
216,white,knight,0
216,white,queen,0
216,black,rook,0
216,black,bishop,0
216,black,knight,0
216,black,queen,2
767,white,rook,0
767,white,bishop,0
767,white,knight,0
767,white,queen,0
767,black,rook,0
767,black,bishop,0
767,black,knight,1
767,black,queen,0
555,white,rook,0
555,white,bishop,0
555,white,knight,0
555,white,queen,0
555,black,rook,0
555,black,bishop,0
555,black,knight,0
555,black,queen,1
170,white,rook,0
170,white,bishop,0
170,white,knight,0
170,white,queen,3
170,black,rook,0
170,black,bishop,0
170,black,knight,0
170,black,queen,0
60,white,rook,0
60,white,bishop,0
60,white,knight,0
60,white,queen,3
60,black,rook,0
60,black,bishop,0
60,black,knight,0
60,black,queen,8
688,white,rook,0
688,white,bishop,0
688,white,knight,0
688,white,queen,0
688,black,rook,0
688,black,bishop,0
688,black,knight,0
688,black,queen,1
199,white,rook,0
199,white,bishop,0
199,white,knight,0
199,white,queen,5
199,black,rook,0
199,black,bishop,0
199,black,knight,0
199,black,queen,0
251,white,rook,0
251,white,bishop,0
251,white,knight,0
251,white,queen,0
251,black,rook,0
251,black,bishop,0
251,black,knight,0
251,black,queen,2
422,white,rook,0
422,white,bishop,0
422,white,knight,0
422,white,queen,1
422,black,rook,0
422,black,bishop,0
422,black,knight,0
422,black,queen,1
331,white,rook,0
331,white,bishop,0
331,white,knight,0
331,white,queen,1
331,black,rook,0
331,black,bishop,0
331,black,knight,0
331,black,queen,2
365,white,rook,0
365,white,bishop,0
365,white,knight,0
365,white,queen,3
365,black,rook,0
365,black,bishop,0
365,black,knight,0
365,black,queen,0
438,white,rook,0
438,white,bishop,0
438,white,knight,0
438,white,queen,1
438,black,rook,0
438,black,bishop,0
438,black,knight,0
438,black,queen,0
466,white,rook,0
466,white,bishop,0
466,white,knight,0
466,white,queen,1
466,black,rook,0
466,black,bishop,0
466,black,knight,0
466,black,queen,0
505,white,rook,0
505,white,bishop,0
505,white,knight,0
505,white,queen,0
505,black,rook,0
505,black,bishop,0
505,black,knight,0
505,black,queen,1
353,white,rook,0
353,white,bishop,0
353,white,knight,0
353,white,queen,3
353,black,rook,0
353,black,bishop,0
353,black,knight,0
353,black,queen,0
338,white,rook,0
338,white,bishop,0
338,white,knight,0
338,white,queen,0
338,black,rook,0
338,black,bishop,0
338,black,knight,0
338,black,queen,2
250,white,rook,0
250,white,bishop,0
250,white,knight,0
250,white,queen,1
250,black,rook,0
250,black,bishop,0
250,black,knight,0
250,black,queen,1
345,white,rook,0
345,white,bishop,0
345,white,knight,0
345,white,queen,0
345,black,rook,0
345,black,bishop,0
345,black,knight,0
345,black,queen,3
215,white,rook,0
215,white,bishop,0
215,white,knight,0
215,white,queen,1
215,black,rook,0
215,black,bishop,0
215,black,knight,0
215,black,queen,2
223,white,rook,0
223,white,bishop,0
223,white,knight,0
223,white,queen,10
223,black,rook,0
223,black,bishop,0
223,black,knight,0
223,black,queen,9
334,white,rook,0
334,white,bishop,0
334,white,knight,0
334,white,queen,1
334,black,rook,0
334,black,bishop,0
334,black,knight,0
334,black,queen,0
165,white,rook,0
165,white,bishop,0
165,white,knight,0
165,white,queen,5
165,black,rook,0
165,black,bishop,0
165,black,knight,0
165,black,queen,2
437,white,rook,0
437,white,bishop,0
437,white,knight,0
437,white,queen,1
437,black,rook,0
437,black,bishop,0
437,black,knight,0
437,black,queen,0
408,white,rook,0
408,white,bishop,0
408,white,knight,0
408,white,queen,2
408,black,rook,0
408,black,bishop,0
408,black,knight,0
408,black,queen,0
581,white,rook,0
581,white,bishop,0
581,white,knight,0
581,white,queen,2
581,black,rook,0
581,black,bishop,0
581,black,knight,0
581,black,queen,2
123,white,rook,0
123,white,bishop,0
123,white,knight,0
123,white,queen,3
123,black,rook,0
123,black,bishop,0
123,black,knight,0
123,black,queen,0
699,white,rook,0
699,white,bishop,0
699,white,knight,0
699,white,queen,0
699,black,rook,0
699,black,bishop,0
699,black,knight,0
699,black,queen,1
171,white,rook,0
171,white,bishop,0
171,white,knight,0
171,white,queen,1
171,black,rook,0
171,black,bishop,0
171,black,knight,0
171,black,queen,1
664,white,rook,0
664,white,bishop,0
664,white,knight,0
664,white,queen,0
664,black,rook,0
664,black,bishop,0
664,black,knight,0
664,black,queen,2
55,white,rook,0
55,white,bishop,0
55,white,knight,0
55,white,queen,8
55,black,rook,0
55,black,bishop,0
55,black,knight,0
55,black,queen,7
411,white,rook,0
411,white,bishop,0
411,white,knight,0
411,white,queen,3
411,black,rook,0
411,black,bishop,0
411,black,knight,0
411,black,queen,0
380,white,rook,2
380,white,bishop,0
380,white,knight,0
380,white,queen,2
380,black,rook,0
380,black,bishop,0
380,black,knight,0
380,black,queen,1
297,white,rook,0
297,white,bishop,0
297,white,knight,0
297,white,queen,0
297,black,rook,0
297,black,bishop,0
297,black,knight,0
297,black,queen,2
314,white,rook,0
314,white,bishop,0
314,white,knight,0
314,white,queen,1
314,black,rook,0
314,black,bishop,0
314,black,knight,0
314,black,queen,0
389,white,rook,0
389,white,bishop,0
389,white,knight,0
389,white,queen,1
389,black,rook,0
389,black,bishop,0
389,black,knight,0
389,black,queen,1
375,white,rook,0
375,white,bishop,0
375,white,knight,0
375,white,queen,1
375,black,rook,0
375,black,bishop,0
375,black,knight,0
375,black,queen,3
329,white,rook,0
329,white,bishop,0
329,white,knight,0
329,white,queen,1
329,black,rook,0
329,black,bishop,0
329,black,knight,0
329,black,queen,4
547,white,rook,0
547,white,bishop,0
547,white,knight,0
547,white,queen,1
547,black,rook,0
547,black,bishop,0
547,black,knight,0
547,black,queen,1
352,white,rook,0
352,white,bishop,0
352,white,knight,0
352,white,queen,0
352,black,rook,0
352,black,bishop,0
352,black,knight,0
352,black,queen,2
384,white,rook,0
384,white,bishop,0
384,white,knight,0
384,white,queen,1
384,black,rook,0
384,black,bishop,1
384,black,knight,0
384,black,queen,0
627,white,rook,0
627,white,bishop,0
627,white,knight,0
627,white,queen,0
627,black,rook,0
627,black,bishop,0
627,black,knight,0
627,black,queen,1
300,white,rook,0
300,white,bishop,0
300,white,knight,0
300,white,queen,0
300,black,rook,0
300,black,bishop,0
300,black,knight,0
300,black,queen,1
432,white,rook,0
432,white,bishop,0
432,white,knight,1
432,white,queen,0
432,black,rook,0
432,black,bishop,0
432,black,knight,0
432,black,queen,2
636,white,rook,0
636,white,bishop,0
636,white,knight,0
636,white,queen,1
636,black,rook,0
636,black,bishop,0
636,black,knight,0
636,black,queen,0
509,white,rook,0
509,white,bishop,0
509,white,knight,0
509,white,queen,1
509,black,rook,0
509,black,bishop,0
509,black,knight,0
509,black,queen,0
583,white,rook,0
583,white,bishop,0
583,white,knight,0
583,white,queen,0
583,black,rook,0
583,black,bishop,0
583,black,knight,0
583,black,queen,1
132,white,rook,0
132,white,bishop,0
132,white,knight,0
132,white,queen,2
132,black,rook,0
132,black,bishop,0
132,black,knight,0
132,black,queen,1
103,white,rook,0
103,white,bishop,0
103,white,knight,1
103,white,queen,4
103,black,rook,0
103,black,bishop,0
103,black,knight,0
103,black,queen,1
285,white,rook,0
285,white,bishop,0
285,white,knight,1
285,white,queen,1
285,black,rook,0
285,black,bishop,0
285,black,knight,0
285,black,queen,2
716,white,rook,0
716,white,bishop,0
716,white,knight,0
716,white,queen,1
716,black,rook,0
716,black,bishop,0
716,black,knight,0
716,black,queen,0
358,white,rook,0
358,white,bishop,0
358,white,knight,0
358,white,queen,1
358,black,rook,0
358,black,bishop,0
358,black,knight,0
358,black,queen,0
428,white,rook,0
428,white,bishop,0
428,white,knight,0
428,white,queen,1
428,black,rook,0
428,black,bishop,0
428,black,knight,0
428,black,queen,1
634,white,rook,0
634,white,bishop,0
634,white,knight,0
634,white,queen,0
634,black,rook,0
634,black,bishop,0
634,black,knight,0
634,black,queen,1
291,white,rook,0
291,white,bishop,0
291,white,knight,0
291,white,queen,0
291,black,rook,0
291,black,bishop,0
291,black,knight,0
291,black,queen,1
472,white,rook,0
472,white,bishop,0
472,white,knight,0
472,white,queen,1
472,black,rook,0
472,black,bishop,0
472,black,knight,0
472,black,queen,0
174,white,rook,0
174,white,bishop,0
174,white,knight,0
174,white,queen,3
174,black,rook,0
174,black,bishop,0
174,black,knight,0
174,black,queen,0
328,white,rook,0
328,white,bishop,0
328,white,knight,0
328,white,queen,1
328,black,rook,0
328,black,bishop,0
328,black,knight,0
328,black,queen,2
805,white,rook,0
805,white,bishop,0
805,white,knight,0
805,white,queen,0
805,black,rook,0
805,black,bishop,0
805,black,knight,0
805,black,queen,1
332,white,rook,0
332,white,bishop,0
332,white,knight,0
332,white,queen,1
332,black,rook,0
332,black,bishop,0
332,black,knight,0
332,black,queen,0
507,white,rook,0
507,white,bishop,0
507,white,knight,0
507,white,queen,1
507,black,rook,0
507,black,bishop,0
507,black,knight,0
507,black,queen,0
820,white,rook,0
820,white,bishop,0
820,white,knight,0
820,white,queen,1
820,black,rook,0
820,black,bishop,0
820,black,knight,0
820,black,queen,0
497,white,rook,0
497,white,bishop,0
497,white,knight,0
497,white,queen,0
497,black,rook,0
497,black,bishop,0
497,black,knight,0
497,black,queen,1
122,white,rook,0
122,white,bishop,0
122,white,knight,0
122,white,queen,1
122,black,rook,0
122,black,bishop,0
122,black,knight,0
122,black,queen,4
377,white,rook,0
377,white,bishop,0
377,white,knight,0
377,white,queen,0
377,black,rook,0
377,black,bishop,0
377,black,knight,0
377,black,queen,1
214,white,rook,0
214,white,bishop,0
214,white,knight,0
214,white,queen,1
214,black,rook,0
214,black,bishop,0
214,black,knight,0
214,black,queen,1
280,white,rook,0
280,white,bishop,0
280,white,knight,0
280,white,queen,3
280,black,rook,0
280,black,bishop,0
280,black,knight,0
280,black,queen,0
261,white,rook,0
261,white,bishop,0
261,white,knight,1
261,white,queen,2
261,black,rook,0
261,black,bishop,0
261,black,knight,0
261,black,queen,0
141,white,rook,0
141,white,bishop,0
141,white,knight,0
141,white,queen,1
141,black,rook,0
141,black,bishop,0
141,black,knight,0
141,black,queen,1
535,white,rook,0
535,white,bishop,0
535,white,knight,0
535,white,queen,0
535,black,rook,0
535,black,bishop,0
535,black,knight,0
535,black,queen,3
298,white,rook,0
298,white,bishop,0
298,white,knight,0
298,white,queen,2
298,black,rook,0
298,black,bishop,0
298,black,knight,0
298,black,queen,1
815,white,rook,0
815,white,bishop,0
815,white,knight,0
815,white,queen,1
815,black,rook,0
815,black,bishop,0
815,black,knight,0
815,black,queen,0
342,white,rook,0
342,white,bishop,0
342,white,knight,0
342,white,queen,0
342,black,rook,0
342,black,bishop,0
342,black,knight,0
342,black,queen,2
381,white,rook,0
381,white,bishop,0
381,white,knight,0
381,white,queen,0
381,black,rook,0
381,black,bishop,0
381,black,knight,0
381,black,queen,1
360,white,rook,0
360,white,bishop,0
360,white,knight,0
360,white,queen,0
360,black,rook,0
360,black,bishop,0
360,black,knight,0
360,black,queen,1
294,white,rook,0
294,white,bishop,0
294,white,knight,0
294,white,queen,1
294,black,rook,0
294,black,bishop,0
294,black,knight,0
294,black,queen,0
418,white,rook,0
418,white,bishop,0
418,white,knight,0
418,white,queen,1
418,black,rook,0
418,black,bishop,0
418,black,knight,0
418,black,queen,0
463,white,rook,1
463,white,bishop,0
463,white,knight,0
463,white,queen,0
463,black,rook,0
463,black,bishop,0
463,black,knight,0
463,black,queen,0
258,white,rook,0
258,white,bishop,0
258,white,knight,0
258,white,queen,0
258,black,rook,0
258,black,bishop,0
258,black,knight,0
258,black,queen,4
183,white,rook,0
183,white,bishop,0
183,white,knight,0
183,white,queen,2
183,black,rook,0
183,black,bishop,0
183,black,knight,0
183,black,queen,1
192,white,rook,0
192,white,bishop,0
192,white,knight,0
192,white,queen,2
192,black,rook,0
192,black,bishop,0
192,black,knight,0
192,black,queen,0
476,white,rook,0
476,white,bishop,0
476,white,knight,0
476,white,queen,4
476,black,rook,0
476,black,bishop,0
476,black,knight,0
476,black,queen,0
803,white,rook,0
803,white,bishop,0
803,white,knight,0
803,white,queen,0
803,black,rook,0
803,black,bishop,0
803,black,knight,0
803,black,queen,1
661,white,rook,0
661,white,bishop,0
661,white,knight,0
661,white,queen,0
661,black,rook,0
661,black,bishop,0
661,black,knight,0
661,black,queen,1
452,white,rook,0
452,white,bishop,0
452,white,knight,0
452,white,queen,1
452,black,rook,0
452,black,bishop,0
452,black,knight,0
452,black,queen,1
449,white,rook,0
449,white,bishop,0
449,white,knight,0
449,white,queen,1
449,black,rook,0
449,black,bishop,0
449,black,knight,0
449,black,queen,0
306,white,rook,0
306,white,bishop,0
306,white,knight,0
306,white,queen,0
306,black,rook,0
306,black,bishop,0
306,black,knight,0
306,black,queen,1
481,white,rook,0
481,white,bishop,0
481,white,knight,0
481,white,queen,1
481,black,rook,0
481,black,bishop,0
481,black,knight,0
481,black,queen,0
649,white,rook,0
649,white,bishop,0
649,white,knight,0
649,white,queen,1
649,black,rook,0
649,black,bishop,0
649,black,knight,0
649,black,queen,0
577,white,rook,0
577,white,bishop,0
577,white,knight,0
577,white,queen,0
577,black,rook,0
577,black,bishop,0
577,black,knight,0
577,black,queen,1
573,white,rook,0
573,white,bishop,0
573,white,knight,0
573,white,queen,1
573,black,rook,0
573,black,bishop,0
573,black,knight,0
573,black,queen,0
393,white,rook,0
393,white,bishop,0
393,white,knight,0
393,white,queen,1
393,black,rook,0
393,black,bishop,0
393,black,knight,1
393,black,queen,0
399,white,rook,0
399,white,bishop,0
399,white,knight,0
399,white,queen,1
399,black,rook,0
399,black,bishop,0
399,black,knight,0
399,black,queen,0
167,white,rook,0
167,white,bishop,0
167,white,knight,0
167,white,queen,1
167,black,rook,0
167,black,bishop,0
167,black,knight,0
167,black,queen,5
369,white,rook,0
369,white,bishop,0
369,white,knight,0
369,white,queen,2
369,black,rook,0
369,black,bishop,0
369,black,knight,0
369,black,queen,1
392,white,rook,0
392,white,bishop,0
392,white,knight,0
392,white,queen,1
392,black,rook,0
392,black,bishop,0
392,black,knight,0
392,black,queen,1
458,white,rook,0
458,white,bishop,0
458,white,knight,0
458,white,queen,1
458,black,rook,0
458,black,bishop,0
458,black,knight,0
458,black,queen,1
395,white,rook,0
395,white,bishop,0
395,white,knight,0
395,white,queen,2
395,black,rook,0
395,black,bishop,0
395,black,knight,0
395,black,queen,0
985,white,rook,0
985,white,bishop,0
985,white,knight,0
985,white,queen,1
985,black,rook,0
985,black,bishop,0
985,black,knight,0
985,black,queen,0
666,white,rook,0
666,white,bishop,0
666,white,knight,0
666,white,queen,1
666,black,rook,0
666,black,bishop,0
666,black,knight,0
666,black,queen,0
528,white,rook,0
528,white,bishop,0
528,white,knight,0
528,white,queen,2
528,black,rook,0
528,black,bishop,0
528,black,knight,0
528,black,queen,0
237,white,rook,0
237,white,bishop,0
237,white,knight,0
237,white,queen,0
237,black,rook,0
237,black,bishop,0
237,black,knight,0
237,black,queen,3
160,white,rook,0
160,white,bishop,0
160,white,knight,0
160,white,queen,2
160,black,rook,0
160,black,bishop,0
160,black,knight,0
160,black,queen,1
317,white,rook,0
317,white,bishop,0
317,white,knight,0
317,white,queen,1
317,black,rook,0
317,black,bishop,0
317,black,knight,0
317,black,queen,0
313,white,rook,0
313,white,bishop,0
313,white,knight,0
313,white,queen,1
313,black,rook,0
313,black,bishop,0
313,black,knight,0
313,black,queen,0
312,white,rook,0
312,white,bishop,0
312,white,knight,0
312,white,queen,0
312,black,rook,0
312,black,bishop,0
312,black,knight,0
312,black,queen,3
227,white,rook,0
227,white,bishop,0
227,white,knight,0
227,white,queen,2
227,black,rook,0
227,black,bishop,0
227,black,knight,0
227,black,queen,1
483,white,rook,0
483,white,bishop,0
483,white,knight,0
483,white,queen,0
483,black,rook,0
483,black,bishop,0
483,black,knight,0
483,black,queen,1
619,white,rook,0
619,white,bishop,0
619,white,knight,0
619,white,queen,1
619,black,rook,0
619,black,bishop,0
619,black,knight,0
619,black,queen,0
864,white,rook,0
864,white,bishop,0
864,white,knight,0
864,white,queen,0
864,black,rook,0
864,black,bishop,0
864,black,knight,0
864,black,queen,1
611,white,rook,0
611,white,bishop,0
611,white,knight,0
611,white,queen,1
611,black,rook,0
611,black,bishop,0
611,black,knight,0
611,black,queen,1
244,white,rook,0
244,white,bishop,0
244,white,knight,0
244,white,queen,1
244,black,rook,0
244,black,bishop,1
244,black,knight,0
244,black,queen,3
663,white,rook,0
663,white,bishop,0
663,white,knight,0
663,white,queen,0
663,black,rook,0
663,black,bishop,0
663,black,knight,0
663,black,queen,1
605,white,rook,0
605,white,bishop,0
605,white,knight,0
605,white,queen,0
605,black,rook,0
605,black,bishop,0
605,black,knight,0
605,black,queen,1
233,white,rook,0
233,white,bishop,0
233,white,knight,0
233,white,queen,2
233,black,rook,0
233,black,bishop,0
233,black,knight,0
233,black,queen,1
490,white,rook,0
490,white,bishop,0
490,white,knight,2
490,white,queen,0
490,black,rook,0
490,black,bishop,0
490,black,knight,0
490,black,queen,0
508,white,rook,0
508,white,bishop,0
508,white,knight,0
508,white,queen,1
508,black,rook,0
508,black,bishop,0
508,black,knight,0
508,black,queen,0
487,white,rook,0
487,white,bishop,0
487,white,knight,0
487,white,queen,1
487,black,rook,0
487,black,bishop,0
487,black,knight,0
487,black,queen,1
371,white,rook,0
371,white,bishop,0
371,white,knight,0
371,white,queen,1
371,black,rook,0
371,black,bishop,0
371,black,knight,0
371,black,queen,3
295,white,rook,0
295,white,bishop,0
295,white,knight,0
295,white,queen,0
295,black,rook,0
295,black,bishop,1
295,black,knight,0
295,black,queen,1
346,white,rook,0
346,white,bishop,0
346,white,knight,0
346,white,queen,1
346,black,rook,0
346,black,bishop,0
346,black,knight,0
346,black,queen,2
387,white,rook,0
387,white,bishop,0
387,white,knight,0
387,white,queen,1
387,black,rook,0
387,black,bishop,0
387,black,knight,0
387,black,queen,0
287,white,rook,0
287,white,bishop,0
287,white,knight,0
287,white,queen,1
287,black,rook,0
287,black,bishop,0
287,black,knight,0
287,black,queen,2
451,white,rook,0
451,white,bishop,0
451,white,knight,0
451,white,queen,1
451,black,rook,0
451,black,bishop,0
451,black,knight,0
451,black,queen,0
416,white,rook,0
416,white,bishop,0
416,white,knight,0
416,white,queen,1
416,black,rook,0
416,black,bishop,0
416,black,knight,0
416,black,queen,0
642,white,rook,0
642,white,bishop,0
642,white,knight,0
642,white,queen,0
642,black,rook,1
642,black,bishop,0
642,black,knight,0
642,black,queen,0
439,white,rook,0
439,white,bishop,0
439,white,knight,0
439,white,queen,3
439,black,rook,0
439,black,bishop,0
439,black,knight,0
439,black,queen,1
477,white,rook,0
477,white,bishop,0
477,white,knight,0
477,white,queen,1
477,black,rook,0
477,black,bishop,0
477,black,knight,0
477,black,queen,0
464,white,rook,0
464,white,bishop,0
464,white,knight,0
464,white,queen,1
464,black,rook,0
464,black,bishop,0
464,black,knight,0
464,black,queen,1
382,white,rook,0
382,white,bishop,0
382,white,knight,0
382,white,queen,1
382,black,rook,0
382,black,bishop,0
382,black,knight,0
382,black,queen,1
446,white,rook,0
446,white,bishop,0
446,white,knight,0
446,white,queen,0
446,black,rook,0
446,black,bishop,0
446,black,knight,0
446,black,queen,1
290,white,rook,0
290,white,bishop,0
290,white,knight,0
290,white,queen,1
290,black,rook,0
290,black,bishop,0
290,black,knight,0
290,black,queen,0
493,white,rook,0
493,white,bishop,0
493,white,knight,0
493,white,queen,1
493,black,rook,0
493,black,bishop,0
493,black,knight,0
493,black,queen,0
385,white,rook,0
385,white,bishop,0
385,white,knight,0
385,white,queen,1
385,black,rook,0
385,black,bishop,0
385,black,knight,0
385,black,queen,0
348,white,rook,0
348,white,bishop,0
348,white,knight,0
348,white,queen,1
348,black,rook,0
348,black,bishop,0
348,black,knight,0
348,black,queen,0
631,white,rook,0
631,white,bishop,0
631,white,knight,0
631,white,queen,1
631,black,rook,0
631,black,bishop,0
631,black,knight,0
631,black,queen,2
226,white,rook,0
226,white,bishop,0
226,white,knight,0
226,white,queen,1
226,black,rook,0
226,black,bishop,0
226,black,knight,0
226,black,queen,2
284,white,rook,0
284,white,bishop,0
284,white,knight,0
284,white,queen,2
284,black,rook,0
284,black,bishop,0
284,black,knight,0
284,black,queen,0
415,white,rook,0
415,white,bishop,0
415,white,knight,0
415,white,queen,0
415,black,rook,0
415,black,bishop,0
415,black,knight,0
415,black,queen,1
236,white,rook,0
236,white,bishop,0
236,white,knight,0
236,white,queen,1
236,black,rook,0
236,black,bishop,0
236,black,knight,0
236,black,queen,1
529,white,rook,0
529,white,bishop,0
529,white,knight,0
529,white,queen,0
529,black,rook,0
529,black,bishop,0
529,black,knight,0
529,black,queen,2
211,white,rook,0
211,white,bishop,0
211,white,knight,0
211,white,queen,1
211,black,rook,0
211,black,bishop,0
211,black,knight,0
211,black,queen,1
480,white,rook,0
480,white,bishop,0
480,white,knight,0
480,white,queen,0
480,black,rook,0
480,black,bishop,0
480,black,knight,0
480,black,queen,1
403,white,rook,0
403,white,bishop,0
403,white,knight,0
403,white,queen,0
403,black,rook,0
403,black,bishop,0
403,black,knight,0
403,black,queen,2
412,white,rook,0
412,white,bishop,0
412,white,knight,0
412,white,queen,2
412,black,rook,0
412,black,bishop,0
412,black,knight,0
412,black,queen,0
90,white,rook,0
90,white,bishop,0
90,white,knight,0
90,white,queen,1
90,black,rook,0
90,black,bishop,0
90,black,knight,0
90,black,queen,1
296,white,rook,0
296,white,bishop,0
296,white,knight,0
296,white,queen,0
296,black,rook,0
296,black,bishop,0
296,black,knight,0
296,black,queen,1
440,white,rook,0
440,white,bishop,0
440,white,knight,0
440,white,queen,1
440,black,rook,0
440,black,bishop,0
440,black,knight,0
440,black,queen,0
240,white,rook,0
240,white,bishop,0
240,white,knight,0
240,white,queen,1
240,black,rook,0
240,black,bishop,0
240,black,knight,0
240,black,queen,0
568,white,rook,0
568,white,bishop,0
568,white,knight,0
568,white,queen,0
568,black,rook,0
568,black,bishop,0
568,black,knight,0
568,black,queen,1
574,white,rook,0
574,white,bishop,0
574,white,knight,0
574,white,queen,1
574,black,rook,0
574,black,bishop,0
574,black,knight,0
574,black,queen,0
656,white,rook,0
656,white,bishop,0
656,white,knight,0
656,white,queen,0
656,black,rook,0
656,black,bishop,0
656,black,knight,0
656,black,queen,1
396,white,rook,0
396,white,bishop,0
396,white,knight,0
396,white,queen,1
396,black,rook,0
396,black,bishop,0
396,black,knight,0
396,black,queen,1
620,white,rook,0
620,white,bishop,0
620,white,knight,0
620,white,queen,0
620,black,rook,0
620,black,bishop,0
620,black,knight,0
620,black,queen,1
553,white,rook,0
553,white,bishop,0
553,white,knight,0
553,white,queen,1
553,black,rook,0
553,black,bishop,0
553,black,knight,0
553,black,queen,0
461,white,rook,0
461,white,bishop,0
461,white,knight,0
461,white,queen,1
461,black,rook,0
461,black,bishop,0
461,black,knight,0
461,black,queen,0
